CustomerID,Recency,Frequency,Monetary,RFM_Segment
12601.0,190,5,577.0600000000001,190.0-5.0-577.0600000000001
12602.0,59,1,153.12,59.0-1.0-153.12
12603.0,22,1,739.1999999999999,22.0-1.0-739.1999999999999
12604.0,79,2,254.18,79.0-2.0-254.18
12607.0,60,1,1579.51,60.0-1.0-1579.51
12609.0,78,3,1126.85,78.0-3.0-1126.85
12610.0,23,5,2099.54,23.0-5.0-2099.54
12611.0,52,1,1193.32,52.0-1.0-1193.32
12612.0,74,1,704.0400000000001,74.0-1.0-704.0400000000001
12613.0,57,5,3344.38,57.0-5.0-3344.38
12614.0,278,1,315.6,278.0-1.0-315.6
12615.0,2,4,2291.19,2.0-4.0-2291.19
12616.0,95,2,713.3,95.0-2.0-713.3
12617.0,29,1,352.98,29.0-1.0-352.98
12618.0,22,1,177.31,22.0-1.0-177.31
12619.0,16,9,3641.24,16.0-9.0-3641.24
12620.0,15,3,1339.41,15.0-3.0-1339.41
12621.0,2,20,13689.67,2.0-20.0-13689.67
12622.0,232,1,180.1,232.0-1.0-180.1
12623.0,276,1,305.1,276.0-1.0-305.1
12624.0,106,2,641.13,106.0-2.0-641.13
12625.0,212,2,2683.82,212.0-2.0-2683.82
12626.0,23,9,6620.48,23.0-9.0-6620.48
12627.0,11,7,4478.53,11.0-7.0-4478.53
12628.0,4,3,786.46,4.0-3.0-786.46
12630.0,10,2,1270.88,10.0-2.0-1270.88
12631.0,57,1,640.5,57.0-1.0-640.5
12633.0,59,4,2163.98,59.0-4.0-2163.98
12635.0,90,2,1689.18,90.0-2.0-1689.18
12637.0,67,8,6002.9,67.0-8.0-6002.9
12638.0,33,1,671.69,33.0-1.0-671.69
12639.0,239,1,486.1,239.0-1.0-486.1
12640.0,24,3,1174.58,24.0-3.0-1174.58
12641.0,115,1,185.9,115.0-1.0-185.9
12642.0,25,3,1013.26,25.0-3.0-1013.26
12643.0,128,6,3344.64,128.0-6.0-3344.64
12644.0,130,1,477.91,130.0-1.0-477.91
12645.0,34,4,1775.18,34.0-4.0-1775.18
12646.0,5,2,1346.97,5.0-2.0-1346.97
12647.0,22,12,3722.82,22.0-12.0-3722.82
12648.0,155,1,318.05,155.0-1.0-318.05
12649.0,107,3,623.51,107.0-3.0-623.51
12650.0,3,1,314.44,3.0-1.0-314.44
12651.0,335,1,114.0,335.0-1.0-114.0
12652.0,331,1,919.98,331.0-1.0-919.98
12653.0,149,2,2209.85,149.0-2.0-2209.85
12654.0,11,5,601.98,11.0-5.0-601.98
12656.0,17,5,4051.17,17.0-5.0-4051.17
12657.0,11,4,1643.18,11.0-4.0-1643.18
12658.0,19,1,686.05,19.0-1.0-686.05
12659.0,30,1,91.68,30.0-1.0-91.68
12660.0,11,1,245.1,11.0-1.0-245.1
12662.0,1,11,3849.78,1.0-11.0-3849.78
12664.0,8,9,4881.88,8.0-9.0-4881.88
12665.0,325,1,63.0,325.0-1.0-63.0
12667.0,58,1,620.13,58.0-1.0-620.13
12668.0,12,4,3807.15,12.0-4.0-3807.15
12669.0,151,3,2744.0299999999997,151.0-3.0-2744.0299999999997
12670.0,10,5,2996.05,10.0-5.0-2996.05
12672.0,330,1,225.89999999999998,330.0-1.0-225.89999999999998
12673.0,5,2,610.52,5.0-2.0-610.52
12674.0,39,4,1970.6,39.0-4.0-1970.6
12676.0,25,6,1331.39,25.0-6.0-1331.39
12678.0,42,12,17628.46,42.0-12.0-17628.46
12679.0,59,4,1113.02,59.0-4.0-1113.02
12680.0,1,4,862.81,1.0-4.0-862.81
12681.0,15,22,13787.54,15.0-22.0-13787.54
12682.0,4,31,12279.82,4.0-31.0-12279.82
12683.0,4,15,8476.57,4.0-15.0-8476.57
12684.0,8,7,2283.63,8.0-7.0-2283.63
12685.0,28,6,2863.08,28.0-6.0-2863.08
12686.0,372,1,89.14,372.0-1.0-89.14
12688.0,114,1,4873.8099999999995,114.0-1.0-4873.8099999999995
12689.0,26,2,1247.61,26.0-2.0-1247.61
12690.0,206,1,389.01,206.0-1.0-389.01
12691.0,28,6,1035.8,28.0-6.0-1035.8
12693.0,127,4,855.91,127.0-4.0-855.91
12694.0,70,2,869.67,70.0-2.0-869.67
12695.0,7,4,582.1,7.0-4.0-582.1
12697.0,29,3,957.59,29.0-3.0-957.59
12700.0,8,4,4939.99,8.0-4.0-4939.99
12701.0,80,2,797.71,80.0-2.0-797.71
12702.0,20,1,219.0,20.0-1.0-219.0
12703.0,71,1,283.55,71.0-1.0-283.55
12704.0,7,8,2340.84,7.0-8.0-2340.84
12705.0,15,9,6868.29,15.0-9.0-6868.29
12707.0,292,1,603.42,292.0-1.0-603.42
12708.0,30,10,2712.91,30.0-10.0-2712.91
12709.0,15,15,9706.52,15.0-15.0-9706.52
12710.0,97,3,1149.02,97.0-3.0-1149.02
12712.0,29,13,4396.13,29.0-13.0-4396.13
12713.0,1,1,848.55,1.0-1.0-848.55
12714.0,9,5,4708.86,9.0-5.0-4708.86
12715.0,106,1,343.36,106.0-1.0-343.36
12716.0,4,2,1053.49,4.0-2.0-1053.49
12717.0,151,2,1030.98,151.0-2.0-1030.98
12718.0,71,1,238.25,71.0-1.0-238.25
12719.0,5,2,644.95,5.0-2.0-644.95
12720.0,3,25,5781.73,3.0-25.0-5781.73
12721.0,32,6,2656.13,32.0-6.0-2656.13
12722.0,85,4,997.63,85.0-4.0-997.63
12723.0,4,5,725.07,4.0-5.0-725.07
12724.0,5,4,1031.41,5.0-4.0-1031.41
12725.0,371,1,427.8,371.0-1.0-427.8
12726.0,28,7,2609.1,28.0-7.0-2609.1
12727.0,11,7,3980.7,11.0-7.0-3980.7
12728.0,71,4,836.33,71.0-4.0-836.33
12729.0,114,1,453.01,114.0-1.0-453.01
12731.0,24,12,18895.91,24.0-12.0-18895.91
12732.0,180,1,236.26000000000002,180.0-1.0-236.26000000000002
12733.0,234,1,383.95,234.0-1.0-383.95
12734.0,353,1,110.39999999999999,353.0-1.0-110.39999999999999
12735.0,315,2,779.5699999999999,315.0-2.0-779.5699999999999
12736.0,333,1,234.0,333.0-1.0-234.0
12738.0,372,1,155.35,372.0-1.0-155.35
12739.0,78,2,1013.04,78.0-2.0-1013.04
12740.0,64,1,427.6,64.0-1.0-427.6
12743.0,134,2,540.13,134.0-2.0-540.13
12744.0,52,7,21279.29,52.0-7.0-21279.29
12747.0,2,11,4196.01,2.0-11.0-4196.01
12748.0,1,210,33053.19,1.0-210.0-33053.19
12749.0,4,5,4090.88,4.0-5.0-4090.88
12750.0,129,1,275.88,129.0-1.0-275.88
12752.0,81,1,4366.78,81.0-1.0-4366.78
12753.0,23,6,21429.39,23.0-6.0-21429.39
12754.0,236,3,3010.74,236.0-3.0-3010.74
12755.0,281,2,3811.95,281.0-2.0-3811.95
12756.0,87,1,112.07999999999998,87.0-1.0-112.07999999999998
12757.0,16,13,7834.650000000001,16.0-13.0-7834.650000000001
12758.0,117,2,2791.59,117.0-2.0-2791.59
12759.0,52,3,1531.44,52.0-3.0-1531.44
12762.0,8,2,1898.52,8.0-2.0-1898.52
12763.0,138,2,494.08,138.0-2.0-494.08
12764.0,317,1,1693.88,317.0-1.0-1693.88
12766.0,4,7,6989.63,4.0-7.0-6989.63
12769.0,239,1,1143.6,239.0-1.0-1143.6
12770.0,211,1,1351.45,211.0-1.0-1351.45
12772.0,60,1,892.47,60.0-1.0-892.47
12775.0,17,5,1386.04,17.0-5.0-1386.04
12778.0,20,6,822.23,20.0-6.0-822.23
12779.0,38,8,3981.36,38.0-8.0-3981.36
12781.0,64,2,826.74,64.0-2.0-826.74
12782.0,5,5,2330.92,5.0-5.0-2330.92
12783.0,2,6,2225.91,2.0-6.0-2225.91
12784.0,9,2,532.8199999999999,9.0-2.0-532.8199999999999
12785.0,364,1,311.95,364.0-1.0-311.95
12787.0,10,3,463.66,10.0-3.0-463.66
12789.0,65,1,91.85,65.0-1.0-91.85
12790.0,192,1,324.92,192.0-1.0-324.92
12791.0,374,1,192.60000000000002,374.0-1.0-192.60000000000002
12792.0,257,1,400.53999999999996,257.0-1.0-400.53999999999996
12793.0,335,2,545.48,335.0-2.0-545.48
12794.0,53,2,860.41,53.0-2.0-860.41
12795.0,19,1,430.48,19.0-1.0-430.48
12797.0,366,1,254.03,366.0-1.0-254.03
12798.0,10,3,6977.04,10.0-3.0-6977.04
12802.0,187,1,427.58,187.0-1.0-427.58
12808.0,37,3,483.65000000000003,37.0-3.0-483.65000000000003
12809.0,178,1,489.31,178.0-1.0-489.31
12811.0,261,3,514.85,261.0-3.0-514.85
12812.0,45,1,229.64000000000001,45.0-1.0-229.64000000000001
12814.0,102,1,125.92,102.0-1.0-125.92
12815.0,148,2,1063.46,148.0-2.0-1063.46
12816.0,96,2,572.2,96.0-2.0-572.2
12817.0,281,1,166.04,281.0-1.0-166.04
12818.0,262,1,1542.08,262.0-1.0-1542.08
12820.0,3,4,942.34,3.0-4.0-942.34
12821.0,214,1,92.72,214.0-1.0-92.72
12822.0,71,2,948.88,71.0-2.0-948.88
12823.0,75,5,1759.5,75.0-5.0-1759.5
12824.0,60,1,397.12,60.0-1.0-397.12
12826.0,3,7,1474.72,3.0-7.0-1474.72
12827.0,6,3,430.15000000000003,6.0-3.0-430.15000000000003
12828.0,3,6,1018.71,3.0-6.0-1018.71
12829.0,337,2,293.0,337.0-2.0-293.0
12830.0,38,6,6814.64,38.0-6.0-6814.64
12831.0,262,1,215.05,262.0-1.0-215.05
12832.0,32,2,383.03,32.0-2.0-383.03
12833.0,145,1,417.38,145.0-1.0-417.38
12834.0,283,1,312.38,283.0-1.0-312.38
12836.0,59,4,2610.36,59.0-4.0-2610.36
12837.0,173,1,134.1,173.0-1.0-134.1
12838.0,34,2,671.95,34.0-2.0-671.95
12839.0,3,14,5591.42,3.0-14.0-5591.42
12840.0,144,4,2726.77,144.0-4.0-2726.77
12841.0,5,25,3991.58,5.0-25.0-3991.58
12842.0,70,2,1118.99,70.0-2.0-1118.99
12843.0,66,8,1702.26,66.0-8.0-1702.26
12844.0,29,2,325.96000000000004,29.0-2.0-325.96000000000004
12845.0,267,4,354.09,267.0-4.0-354.09
12847.0,22,1,843.64,22.0-1.0-843.64
12849.0,31,2,1010.29,31.0-2.0-1010.29
12851.0,97,1,131.81,97.0-1.0-131.81
12852.0,295,1,311.55,295.0-1.0-311.55
12853.0,135,6,1957.1000000000001,135.0-6.0-1957.1000000000001
12854.0,79,3,1316.25,79.0-3.0-1316.25
12855.0,373,1,38.1,373.0-1.0-38.1
12856.0,8,6,2170.78,8.0-6.0-2170.78
12857.0,211,2,1106.4,211.0-2.0-1106.4
12863.0,52,1,521.2,52.0-1.0-521.2
12864.0,138,1,147.12,138.0-1.0-147.12
12865.0,26,2,1568.23,26.0-2.0-1568.23
12866.0,283,1,559.12,283.0-1.0-559.12
12867.0,26,7,4009.34,26.0-7.0-4009.34
12868.0,186,6,1607.0600000000002,186.0-6.0-1607.0600000000002
12871.0,84,2,380.64,84.0-2.0-380.64
12872.0,327,2,599.97,327.0-2.0-599.97
12873.0,282,1,374.0,282.0-1.0-374.0
12875.0,143,2,343.2300000000001,143.0-2.0-343.2300000000001
12876.0,58,2,2218.02,58.0-2.0-2218.02
12877.0,4,12,1535.77,4.0-12.0-1535.77
12878.0,236,2,854.99,236.0-2.0-854.99
12879.0,45,3,573.22,45.0-3.0-573.22
12881.0,276,1,298.0,276.0-1.0-298.0
12882.0,9,2,1463.04,9.0-2.0-1463.04
12883.0,25,4,703.47,25.0-4.0-703.47
12884.0,88,1,309.05,88.0-1.0-309.05
12885.0,63,3,1175.22,63.0-3.0-1175.22
12886.0,68,2,1378.4,68.0-2.0-1378.4
12888.0,214,2,354.12,214.0-2.0-354.12
12890.0,24,1,376.71999999999997,24.0-1.0-376.71999999999997
12891.0,186,3,331.0,186.0-3.0-331.0
12893.0,31,1,176.55,31.0-1.0-176.55
12895.0,42,2,372.8,42.0-2.0-372.8
12897.0,205,2,216.5,205.0-2.0-216.5
12901.0,9,28,17654.54,9.0-28.0-17654.54
12902.0,265,1,138.68,265.0-1.0-138.68
12904.0,18,2,496.06,18.0-2.0-496.06
12906.0,12,5,2919.81,12.0-5.0-2919.81
12908.0,176,2,750.0,176.0-2.0-750.0
12909.0,40,5,2178.67,40.0-5.0-2178.67
12910.0,23,8,3075.04,23.0-8.0-3075.04
12912.0,3,5,1662.3,3.0-5.0-1662.3
12913.0,5,5,2483.63,5.0-5.0-2483.63
12915.0,149,2,363.65,149.0-2.0-363.65
12916.0,139,4,2944.95,139.0-4.0-2944.95
12917.0,128,1,594.0,128.0-1.0-594.0
12919.0,8,6,1335.19,8.0-6.0-1335.19
12920.0,17,1,162.78,17.0-1.0-162.78
12921.0,9,37,16587.09,9.0-37.0-16587.09
12922.0,161,1,405.38,161.0-1.0-405.38
12923.0,64,1,172.82,64.0-1.0-172.82
12924.0,88,4,933.7,88.0-4.0-933.7
12925.0,5,2,694.05,5.0-2.0-694.05
12928.0,35,5,2062.7000000000003,35.0-5.0-2062.7000000000003
12929.0,312,1,117.85,312.0-1.0-117.85
12930.0,78,2,415.8,78.0-2.0-415.8
12931.0,22,15,42055.96,22.0-15.0-42055.96
12933.0,24,3,607.53,24.0-3.0-607.53
12935.0,2,7,2160.7,2.0-7.0-2160.7
12936.0,17,4,1063.9,17.0-4.0-1063.9
12937.0,15,4,1504.27,15.0-4.0-1504.27
12938.0,26,1,114.14,26.0-1.0-114.14
12939.0,64,8,11581.8,64.0-8.0-11581.8
12940.0,55,2,899.69,55.0-2.0-899.69
12942.0,131,3,675.6,131.0-3.0-675.6
12944.0,36,2,604.51,36.0-2.0-604.51
12945.0,288,1,462.95,288.0-1.0-462.95
12947.0,144,6,1603.99,144.0-6.0-1603.99
12948.0,16,7,2064.95,16.0-7.0-2064.95
12949.0,31,8,4167.22,31.0-8.0-4167.22
12950.0,2,3,1843.0,2.0-3.0-1843.0
12951.0,9,6,1064.07,9.0-6.0-1064.07
12952.0,6,4,1387.79,6.0-4.0-1387.79
12953.0,10,1,329.85,10.0-1.0-329.85
12955.0,1,11,4757.16,1.0-11.0-4757.16
12956.0,306,1,108.07,306.0-1.0-108.07
12957.0,10,8,4017.54,10.0-8.0-4017.54
12962.0,7,2,266.39,7.0-2.0-266.39
12963.0,8,8,1856.63,8.0-8.0-1856.63
12965.0,89,1,769.8100000000001,89.0-1.0-769.8100000000001
12966.0,10,1,160.18,10.0-1.0-160.18
12967.0,358,2,1660.9,358.0-2.0-1660.9
12968.0,112,1,135.95,112.0-1.0-135.95
12970.0,7,4,405.47,7.0-4.0-405.47
12971.0,4,86,11189.91,4.0-86.0-11189.91
12974.0,198,1,144.8,198.0-1.0-144.8
12976.0,212,1,738.6,212.0-1.0-738.6
12977.0,156,1,39.239999999999995,156.0-1.0-39.239999999999995
12980.0,158,9,7374.900000000001,158.0-9.0-7374.900000000001
12981.0,30,2,372.21999999999997,30.0-2.0-372.21999999999997
12982.0,243,1,390.54,243.0-1.0-390.54
12984.0,19,1,97.5,19.0-1.0-97.5
12985.0,1,2,1239.38,1.0-2.0-1239.38
12987.0,74,2,558.7,74.0-2.0-558.7
12988.0,292,1,505.82,292.0-1.0-505.82
12989.0,3,15,6924.110000000001,3.0-15.0-6924.110000000001
12990.0,31,3,409.5,31.0-3.0-409.5
12991.0,23,2,503.76,23.0-2.0-503.76
12993.0,23,4,414.76,23.0-4.0-414.76
12994.0,4,3,974.4200000000001,4.0-3.0-974.4200000000001
12995.0,85,1,211.32,85.0-1.0-211.32
12997.0,22,4,1226.89,22.0-4.0-1226.89
12999.0,196,3,455.88,196.0-3.0-455.88
13000.0,107,3,534.85,107.0-3.0-534.85
13001.0,4,13,9785.970000000001,4.0-13.0-9785.970000000001
13002.0,318,1,120.94999999999999,318.0-1.0-120.94999999999999
13003.0,106,3,149.05,106.0-3.0-149.05
13004.0,12,18,5655.91,12.0-18.0-5655.91
13005.0,174,2,513.7,174.0-2.0-513.7
13006.0,56,1,81.57,56.0-1.0-81.57
13008.0,323,1,229.46999999999997,323.0-1.0-229.46999999999997
13011.0,372,1,50.550000000000004,372.0-1.0-50.550000000000004
13012.0,9,8,1646.8400000000001,9.0-8.0-1646.8400000000001
13013.0,1,13,4810.9400000000005,1.0-13.0-4810.9400000000005
13014.0,11,10,3466.2799999999997,11.0-10.0-3466.2799999999997
13015.0,53,5,3339.64,53.0-5.0-3339.64
13016.0,73,3,789.89,73.0-3.0-789.89
13017.0,7,1,204.0,7.0-1.0-204.0
13018.0,16,28,7277.7,16.0-28.0-7277.7
13021.0,4,9,2616.38,4.0-9.0-2616.38
